nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah
Jagung titi,9.2,374,9.4,2.2,79.1,0.8,0.1,14,142,2.9,-,-,9.00,-,-,-,11507,0.20,-,-,-,100,serealia,olahan,,"Hasil: 2 porsi
1 buah jagung manis, pipil
50 gr kelapa parut
1 sdm margarin
1 sdm gula pasir (jika ingin manis, bisa ditambahkan)","1. Panaskan kukusan, kukus jagung dengan kelapa parut selama 15 menit (atau sampai matang). Angkat dan sisihkan.
2. Saat jagung masih panas, masukkan margarin. Aduk rata.
3. Penyajian : Dalam wadah penyajian, letakkan jagung, taburi dengan kelapa parut dan gula pasir."
Japilus,3.8,500,1.2,25.1,67.3,0.4,2.7,186,29,4.9,-,-,-,-,0,-,0,0.17,0.03,0.4,0,100,serealia,olahan,,,
Kakicak,43.9,296,3.4,15.1,36.7,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,20,,
Kambose,61.5,164,3.0,2.4,32.6,4.3,0.7,16,36,0.7,0,32.0,0.10,1.6,0,256,-,0.10,0.10,0.4,-,100,serealia,olahan,,"Hasil: 10 porsi kecil
Adonan kakicak (semua takaran sdm biasa ga munjung):
7 sdm tepung beras
18,5 sdm tepung ketan
1 sdm air kapur (sy skip)
3,5 sdm gula pasir, dicairkan (tambahan dr saya)
3 tetes pasta pandan
Secukupnya pewarna hijau (sy skip ga punya)
200 ml air hangat
1,5 L air untuk merebus
Inti gula merah :
12 sdm kelapa parut
5 sdm gula merah (sy pake gula aren)
1 tetes vanili (opsional, tambahan dr saya)
1 sdm gula pasir
1/3 sdt garam
1 lembar daun pandan, ikat simpul","1. Campur semua bahan adonan, kecuali air. Lalu beri air hangat sedikit sedikit hingga adonan kalis.
2. Ambil sedikit sedikit adonan, kira2 sebesar 1 kelereng, bulatkan, pipihkan dengan tekan tengahnya menggunakan jempol.
Tata di baki yg sudah ditaburi tepung.
3. Rebus air. Setelah mendidih masukkan semua adonan 4. Inti gula merah:
Gula merah dicairkan di wajan. Lalu masukkan kelapa parut, daun pandan, gula merah, gula pasir, vanili dan garam. Aduk rata hingga matang tercampur dan wanginya keluar.
5. Kuih kakicak khas banjar siap dihidangkan.. NB:
Penyajian ada 2 versi,
1. bs langsung dicampur kakicak dan inti gula merahnya, atau
2. Inti diletakkan sedikit di atas masing masing kakicak."
Kapusa,63.5,158,4.4,3.2,27.8,5.3,1.0,79,115,1.2,104,149.0,0.50,1.1,0,1374,-,0.06,0.05,0.1,0,100,serealia,olahan,,,
Keddo bodong,33.9,290,4.6,5.7,55.2,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,21,,
"Kelepon, kue",49.6,215,3.7,3.7,41.8,1.0,1.2,232,45,3.3,-,-,-,-,0,-,872,0.09,0.07,0.2,0,100,serealia,olahan,22,"Hasil: 8 buah
Bahan Kulit Dadar ketan :
250 gr tepung beras ketan (rosebrand)
150 ml air kelapa / secukupnya air hangat
1/2 sdt garam (saya skip)
Bahan Isian :
1/2 butir kelapa muda, parut
1 sdt garam, untuk mengukus
Secukupnya gula pasir jika suka manis,atau
Secukupnya garam jika suka asin","1. Isian : siapkan kelapa yang sudah di parut, berikan sedikit garam, aduk rata lalu kukus sebentar sekitar 7menit. Angkat dan sisihkan. Pada resep asli, kelapa yang digunakan tidak di kukus, kelapa parut segar. Saya kukus agar lebih awet hehe
2. Pembuatan Kulit : Siapkan tepung ketan, campurkan air kelapa sedikit demi sedikit ke dalam tepung ketan sambil diaduk rata sampai bergerindil kasar. ***Untuk penggunaan air hangat bisa melarutkan garam terlebih dahulu ke air, sebelum dicampurkan kedalam tepung.***
3. Siapkan satu wadah lagi beserta saringan kawat. Saring/garuk adonan ketan yang bergerindil kasar menggunakan saringan kawat untuk mendapatkan tekstur adonan yang berbulir halus. Lakukan sampai adonan habis.
4. Siapkan teflon anti lengket, panaskan teflon lalu taburi adonan diatasnya seperti pembuatan dadar. Gunakan api sedang cenderung kecil yaa..setelah selesai ditaburi, tutup teflon dan masak sekitar 1-2 menit. Angkat dan sisihkan. Saya menggunakan teflon diameter sekitar 28cm hehe jd besar-besar hasilnya
5. Isikan kelapa parut yang sudah di kukus diatas dadar ketan yang sudah jadi. Berikan taburan gula pasir untuk rasa manis atau berikan taburan garam untuk rasa asin. Lalu lipat dan gulung. Lakukan hingga dadar ketan habis.
6. Sajikan selagi hangat. Biasanya di bugis, kudapan ini disajikan sbg sarapan. Tapi dimakan buat cemilan juga oke kok hehe. Selamat mencoba."
Kereput,3.5,580,4.8,39.6,51.1,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,,"Hasil: 4 porsi
250 gram ubi
25 gram gula merah
50 gram tepung sagu","1. Rebus/kukus Ubi Selama 10 menit, hancurkan dengan garpu.
2. Masukkan sagu dan campur hingga kalis.
3. Bentuk adonan bulat-bulat dan masukkan potongan gula merah di tengah, rebus di air mendidih hingga adonan mengapung."
Ketoprak,69.1,153,7.9,7.7,13.0,2.9,2.6,153,134,3.4,-,-,-,-,3,-,435,0.05,-,-,0,100,serealia,olahan,23,,
Ketupat kandangan,78.5,109,2.2,5.2,13.4,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,24,"Hasil: 1 porsi
Lontong 1 ukuran 25cm
Kacang giling 3sdm full
1/4 sdt Garam
1 ruas jari Gula merah
sesuai selera Cabe rawit
secukupnya Tauge dan bihun
secukupnya Kecap
Bawang putih 1 siung ukuran sedang
secukupnya Air
secukupnya Timun
2 pcs Tahu goreng","1. Bawang putih, garam, cabai, gula merah dihaluskan atau diulek diatas piring spt yg dilakukan penjual ketoprak
2. Tambahkan kacang giling dan air secukupnya diaduk hingga semua tercampur rata
3. Potong-potong lontong dan tahu goreng masukan diatas bumbu kacang tsb
4. Tambahkan tauge dan bihun yg sudah diseduh air panas
5. Tambahkan potongan timun
6. Beri kecap sesuai selera
7. Tambahkan kerupuk sebagai pelengkapnya"
Koya,13.2,366,4.2,4.3,77.5,0.8,0.8,153,222,7.0,-,-,-,-,0,-,-,-,-,-,0,100,serealia,olahan,25,"Hasil: 5 porsi
2 ekor ikan haruan
5 biji kelapa (dijadikan santan)
25 biji Bawang merah
7 biji bawang putih
15 biji kemiri
2 ruas jahe
2 batang sereh
1/2 bungkus ketumbar bubuk
1 ruas kunyit
3 bungkus terasi
20 biji cabe merah
1 bungkus Arang (Alaban)
secukupnya Botok kelapa
15 biji urung ketupat
1 liter Beras
Membuat Ketupat
1/2 bagian Isi urung ketupat dengan beras sampai
Masukan kedalam air hingga mendidih sampai 1,5 jam
Membuat ikan bakar
Bersihkan ikan gabus (beserta perut dan telurnya)
Haluskan 10 biji bawang merah, kunyit dan garam
Panggang diatas arang dan botok kelapa hingga menguning
Membuat sambal ketupat
20 biji cabe rawit
1 bungkus terasi
10 biji bawang merah bakar
Haluskan semua bahan, jika sudah masukan kuah santan ketupat sebanyak 1 centong sayur. Aduk rata","1. Setelah membakar ikan, haluskan 15 biji bawang merah, 7 biji bawang putih, kemiri, jahe, dan ketumbar.
2. Jika bumbu sudah halus, masak bumbu dengan api kecil hingga matang (kecoklatan).
3. Jika sudah, masukan bumbu kedalam panci beserta serai dan santan. Aduk hingga mendidih.
4. Haluskan 2 bungkus terasi (abc) dengan sedikit air, masukan kedalam panci.
5. Jika sudah mendidih, masukan ikan dan telur ikan kedalam santan. Ketupat kandangan siap dinikmati"
Koya mirasa,7.2,370,8.0,1.0,82.2,0.4,1.6,83,110,"17.
0",-,-,-,-,3,-,144,0.19,0.45,2.6,0,100,serealia,olahan,,"1/4 bawang putih iris
1/4 krupuk udang (me:krupuk sari udang)
secukupnya Minyak goreng","1. Goreng bawang putih iris sampai kering lalu sisihkan,goreng pula krupuk
2. Setelah bawang putih dan krupuk selesai digoreng tumbuk/blender semua campur menjadi satu,blender sampai halus
3. Setelah halus koya bisa disimpan ditoples agar tetep terjaga kerenyahanya,koya pun siap untuk pelengkap utama soto lamongan"
Koyabu,44.2,241,3.4,4.3,47.2,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,26,,
Kue ali,12.8,440,3.8,18.5,64.5,0.3,0.4,27,47,2.5,-,-,-,-,0,-,0,0.13,0.09,0.0,0,100,serealia,olahan,27,"Hasil: 7 buah
100 gram tepung ketan
75 gram kelapa parut
50 gram gula merah sisir
Sejumput garam","1. Campur tepung ketan, kelapadan garam
2. Siapkan daun pisang, masukkan bahan sedikit kemudian tambahkan gula dan di timpa lagi dg bahan
3. Bungkus dengan menyematkan lidi
4. Lalu kukus selama 30 menit sampai matang
"
Kue bangen,5.6,442,3.3,14.7,74.2,-,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,,"Hasil: 8 porsi
Tepung beras - 300 gram
Kelapa parut - 150 gram
Gula merah - 200 gram
Gula pasir - 100 gram
Garam - 1/2 sdt
Air - 200 ml
Minyak goreng - secukupnya
PELAPIS:
Tepung beras - 3 sdm
Air - 100 ml
Garam - 1/4 sdt","1. Sangrai kelapa parut hingga berwarna kecoklatan. Angkat lalu sisihkan.
2. Masak gula merah bersama air hingga gula larut. Angkat lalu sisihkan.
3. Tuang larutan gula merah ke dalam wadah berisi tepung beras. Aduk rata menggunakan spatula.
4. Masukkan kelapa parut, gula pasir, dan garam. Aduk adonan hingga rata dan tidak lagi terasa kasar. Diamkan adonan selama 2 jam.
5. Cetak adonan jadi bentuk cincin. Supaya tidak lengket, lumuri tangan atau cetakan dengan minyak.
6. Panaskan banyak minyak. Sembari menunggu, siapkan bahan pelapis dengan mencampur rata semua bahannya.
7. Ambil kue satu per satu lalu celupkan ke dalam bahan pelapis. Goreng kue langsung dalam minyak panas hingga matang dan berwarna gelap. Angkat dan tiriskan. Sajikan"
Kue gelang,7.1,448,5.8,16.1,70.0,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,28,,
Kue jahe,3.7,425,1.6,8.8,84.6,1.2,1.3,155,61,4.0,-,-,-,-,-,-,0,0.20,-,-,0,100,serealia,olahan,29,"Hasil: 5 porsi
200 gr tepung beras
100 gr tepung terigu
1/2 gelas Santan
Minyak goreng
1/2 gelas gula pasir
secukupnya Garam","1. Campurkan semua tepung, garam dan santan lalu di uleni sampai Kalis
2. Bentuk sesuai keinginan lalu goreng hingga matang dan tiriskan
3. Di panci lain cairkan gula pasir dengan sedikit air sampai berbuih dan kental lalu masukkan kemplang yg sudah di tiriskan tadi. Sajikan"
Kue kelapa,3.3,591,5.6,42.1,47.5,-,1.5,32,180,1.6,33,443.0,0.50,1.1,-,-,-,-,-,-,-,100,serealia,olahan,30,"Hasil: 400 gram
Tepung terigu - 350 gram
Mentega - 100 gram
Susu bubuk - 30 gram
Gula palem - 100 ml
Syrup gula aren - 100 ml
Garam - 1/4 sdt
Telur - 1 butir
Baking soda - 1/2 sdt
REMPAH:
Jahe bubuk - 2 sdt
Kayu manis - 1 sdt
Pala bubuk - 1/2 sdt
Cengkeh bubuk - 1/2 sdt
HIASAN:
Coklat putih, lelehkan - 50 gram
Plastik segitiga - secukupnya
Cetakan cookies - secukupnya
","1. Dalam wadah masukan mentega dan gula palem, mixer. Tambahkan syrup gula aren sambil mixer tetap berjalan, lalu telur, rempah-rempah dan garam. Mixer hingga mengembang pucat.
2. Ayak tepung terigu,baking soda dan susu bubuk, kemudian masukan kedalam adonan mentega, mixer hingga rata saja.
3. Letakkan dalam selembar bungkus plastik besar atau bungkus dengan plastik wrap. Jika plastik tidak cukup besar, bagi jadi dua adonan. Kemudian simpan dalam freezer selama minimal 1-3 jam. Lebih mudah memipihkan dan mencetak adonan kue yang sudah dingin.
4. Keluarkan adonan dari kulkas dan buka plastiknya. Taburi alas kerja dengan tepung, serta tangan dan rolling pin. Kemudian ratakan dengan rolling pin hingga setebal 0,5 cm.
5. Cetak cookies sesuai bentuk yang disukai.
6. Panaskan oven, setelah itu panggang cookies suhu 160°C selama 25 menit.
7. Keluarkan cookies dari oven lalu dinginkan suhu ruang. Biarkan cookies mendingin selama 5 menit di atas loyang. Lalu pindahkan ke rak pendingin hingga benar-benar dingin.
8. Setelah benar-benar dingin, hiasi dengan coklat putih leleh yang telah dimasukan kedalam plastik segitiga."
Kue koa,14.5,340,4.8,0.4,79.3,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,,"Hasil: 500gram
150 gram margarin atau butter
70 gram gula halus
1 butir kuning telor
50 gram kelapa kering atau kelapa sangrai
Sejumput garam
170 gram tepung terigu protein sedang
Bahan oles :
1 butir kuning telor
1 sdm minyak goreng","1. Masukan dalam wadah, margarin, garam dan gula halus, mixer sebentar saja, cukup tercampur rata, jangan overmix
2. Tambahkan kuning telur, aduk rata, disusul kelapa kering aduk rata
3. Masukan terigu sedikit demi sedikit, sambil diaduk sampai menjadi adonan yang bisa dipulung
4. Tipiskan adonan,Cetak adonan sesuai selera, tata dalam loyang, oles dengan bahan olesan, tabur diatasnya kelapa kering
5. Panggang dalam oven tangkring, yg sudah dipanaskan terlebih dahulu selama 10menit, panggang selama kurang lebih 25menit dengan api sedang, jika matang tekstur kering dan renyah."
Kue ku temu,46.2,214,3.5,0.2,49.6,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,31,,
Kue lumpur,40.1,291,3.6,11.1,44.1,-,1.1,96,60,2.3,-,-,-,-,20,-,400,0.24,-,-,-,100,serealia,olahan,32,"Hasil: 20 buah
Tepung ketan - 250 gram
Santan kental - 250 ml
Gula pasir - 50 gram
Garam - 1/2 sdt
Pewarna merah - 1 sdt
Daun pisang - secukupnya
ISIAN:
Kacang hijau tanpa kulit, rendam 1 jam - 200 gram
Santan sedang - 100 ml
Gula pasir - 200 gram
Garam - 1/2 sdt
Vanili cair - 1/2 sdt
Daun pandan, simpulkan - 1 helai
","CARA MEMBUAT ISIAN
1. Tiriskan kacang hijau yang telah direndam. Kukus hingga matang kemudian haluskan

2. Dalam panci, masukkan kacang hijau bersama santan, gula pasir, garam, vanili, dan daun pandan. Masak dengan api kecil sambil terus diaduk, hingga adonan memadat dan sudah bisa dipulung/dibentuk. Matikan api dan sisihkan.

CARA MEMBUAT KULIT
1. Dalam panci, didihkan santan dengan api sedang sambil terus diaduk. Matikan api dan sisihkan.

2. Dalam wadah, campur tepung ketan, gula pasir, dan garam. Aduk hingga rata.

3. Tuang santan panas/hangat sedikit demi sedikit sambil diaduk menggunakan sendok.

4. Masukkan bahan pewarna. Uleni adonan hingga kalis, tidak lengket, dan bisa dibentuk.

PENYELESAIAN
1. Ambil 2 sdm adonan kulit. Pipihkan menggunakan telapak tangan.

2. Beri sebanyak 1 sdt isian di tengah kulit.

3. Bulatkan adonan lalu masukkan dalam cetakan kue ku. Tekan-tekan lalu keluarkan kue ku dari cetakan. Taruh kue ku di atas daun pisang. Ulangi langkah di atas hingga semua adonan habis.

4. Kukus kue ku selama 30 menit hingga matang. Angkat.

5. Siap disajikan."
Kue pelita,71.0,141,5.3,5.5,17.6,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,33,"Hasil: 8 porsi
ADONAN HIJAU:
Ekstrak daun pandan dan daun suji - 50 gram
Air - 100 gram
Santan instan - 60 ml
Telur - 2 butir
Gula pasir - 5 sdm
Garam - 1/2 sdt
Tepung terigu - 2 sdm
Vanili - secukupnya
ADONAN PUTIH:
Santan instan - 60 ml
Air - 200 ml
Garam - 1/2 sdt
Tepung beras - 2 sdm
","1. Panaskan kukusan.
2. Campur semua bahan adonan hijau, aduk menggunakan whisker secara perlahan.
3. Saring adonan hijau hingga tidak ada lagi yang bergerindil.
4. Tuang kedalam cetakan puding, lalu kukus dengan api sedang ke kecil selama 20 menit.
5. Sambil mengukus adonan hijau kita siapkan adonan putih.
6. Campur semua adonan putih, aduk sampai semua menyatu.
7. Jika sudah 20 menit, buka kukusan lalu tuang adonan putih secara perlahan.
8. Jika sudah terisi semua tutup kukusan dan kukus kembali selama 10 menit.
9. Sajikan hangat atau dingin lebih nikmat.
10. TIPS
1. Gunakan telur yang segar agar lumpur surga tidak bau amis telur.

2. Gunakan api sedang ke kecil agar adonan hijau tidak mengembang.

"
Kue putu cangkir,32.6,304,5.3,7.0,54.9,0.9,0.2,18,193,4.0,-,-,-,-,0,-,0,0.06,-,-,0,100,serealia,olahan,34,"Hasil: 5 Porsi
1 bonggol jagung manis
250 gr tepung beras
150 gram gula pasir
2 bks santan kara
1 bks vanili
2 bks keju cheddar
Sejumput garam
500 ml air
Daun pandan
Daun salam
Secukupnya pewarna kuning","Masak lapisan kuning:
1. Blender jagung yang sudah dipipil sampai halus dengan 250 ml air kemudian saring
2. Masak bersama ½ bagian tepung beras dan gula, beri daun pandan, serta pewarna. Aduk terus sampai kalis dan meletup. Kemudian sisihkan

Masak lapisan putih:
1. Tuang santan kara dalam air 250 ml, aduk rata.. lalu masukkan tepung beras sisa tadi dan garam. Aduk rata.
2. Tuang ke panci dan beri daun salam. Aduk sampai kalis dan meletup. Angkat sisihkan
3. Sajikan dingin lebih nikmat"
Kue sus,56.6,221,7.5,10.2,24.8,-,0.9,105,85,2.5,-,-,-,-,26,-,1300,0.12,-,-,0,100,serealia,olahan,35,"Hasil: 10 buah
100 gr tepung beras
50 gr tepung beras ketan
75 gr gula merah
75 ml air
Secukupnya kelapa parut
Secukupnya garam
Secukupnya daun pandan","1. Campur kelapa parut dengan sedikit garam lalu kukus selama 10 menit agar kelapa tidak mudah basi.
2. Masak gula dan air hingga gula larut. Angkat lalu saring.
3. Campur tepung beras dan tepung ketan jadi satu lalu masukkan air gula sedikit demi sedikit sambil diaduk hingga rata dan menjadi adonan lembab dan bergerindil. Kemudian saring hingga menjadi seperti adonan berpasir.
4. Masukkan sedikit adonan ke cetakan lalu beri kelapa parut di tengahnya kemudian tutup kembali dengan adonan. Tidak perlu di tekan ya nanti akan membuat kue menjadi keras.
5. Kukus selama 20 menit, dengan kukusan yang sudah lebih dulu dipanaskan.
6. Jika sudah matang segera angkat lalu keluarkan dari cetakan dengan dialasi daun pandan.
7. Oya, untuk cetakan bebas ya. Di sini saya menggunakan cetakan kue sakura dan hasilnya pas banget jadi 10 buah."
Kue thipan,43.0,247,2.9,4.2,49.5,-,0.4,16,107,1.8,95,56.0,1.30,0.8,-,-,-,0.17,-,-,-,100,serealia,olahan,,"Hasil: 25 Buah
BAHAN SUS:
Tepung protein tinggi, ayak - 120 gram
Telur - 3 butir
Margarin - 75 gram
Essens vanila - 1/4 sdt
Gula pasir - 2 sdm
Garam - 1/8 sdt
Air - 200 ml
BAHAN VLA:
Susu cair - 400 ml
Gula pasir - 75 gram
Garam - 1/4 sdt
Tepung terigu, ayak - 35 gram
Maizena, ayak - 15 gram
Essens vanila - 1/2 sdt
Margarin - 2 sdm
","CARA MEMBUAT SUS
1. Dalam panci, masukkan air, gula pasir, garam dan margarin. Masak hingga air mendidih dan margarin cair.

2. Kecilkan api lalu masukkan tepung terigu. Aduk cepat sampai kalis. Matikan api dan diamkan hingga hangat.

3. Setelah adonan hangat, masukkan telur dan essense vanila. Kocok sebentar dengan mikser sampai rata dan halus. Masukkan dalam plastik segitiga yang telah dipasang spuit bintang di ujungnya.

4. Siapkan loyang yang sudah diberi alas kertas roti atau dioles dengan margarin. Semprotkan adonan dengan gerakan melingkar. Beri jarak antara di antara semprotan kuenya.

5. Panggang kue sus dengan suhu 200°C  selama 25 menit hingga matang. Keluarkan dan biarkan dingin. Belah horizontal tiap kue sus jadi bagian atas dan bawah.

6. Kue sus siap diberikan isian vla.

CARA MEMBUAT VLA
1. Dalam panci, panaskan susu cair, gula, dan garam hingga larut.

2. Masukkan tepung terigu dan maizena. Aduk cepat hingga terlihat meletup-letup.

3. Tambahkan essense vanila dan margarin. Aduk rata lalu langsung matikan api kompor. Dinginkan.

PENYELESAIAN
1. Masukkan vla dalam plastik segitiga.

2. Semprotkan vla ke dalam kue sus sampai penuh. Lakukan hingga habis dan terisi seluruhnya.

3. Siap disajikan."
Laksa/Putu mayang,73.2,121,1.7,3.4,21.1,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,36,,
Lapis legit,21.3,389,6.6,15.7,55.5,0.5,0.9,16,136,1.9,-,-,-,-,41,-,1032,0.26,0.09,3.0,0,100,serealia,olahan,37,"Hasil: 15 Buah
Tepung beras - 200 gram
Garam - 1 sdt
Santan - 500 ml
Tepung sagu - 75 gram
Minyak untuk mengoles daun pisang - 1 sdm
Pewarna merah - 1/2 sdt
Pewarna hijau - 1/2 sdt
BAHAN SAUS:
Gula merah, disisir halus - 200 gram
Gula pasir - 2 sdm
Santan - 500 ml
Daun pandan - 1 lembar
","1. Campur tepung beras, gula, garam, dan santan, aduk rata. Masak diatas api kecil sambil diaduk hingga menggumpal. Angkat. Biarkan hangat lalu Tambahkan tepung sagu, uleni hingga tercampur rata.
2. Bagi adonan menjadi 3 bagian. Satu bagian diberi pewarna merah, satu bagian diberi pewarna hijau, dan satu bagian dibiarkan putih.
3. Masukkan 2 sdm adonan  ke dalam cetakan putu mayang. Tekan di atas daun pisang yang sudah diolesi minyak. Kukus selama 20 menit di dandang yang sudah panas. Angkat. Sajikan bersama sausnya.
4. Cara membuat saus: didihkan semua bahan lalu saring, siap disajikan."
Lupis ketan,61.0,164,1.8,2.1,34.5,0.7,0.6,119,31,1.5,-,-,-,-,0,-,0,0.09,0.00,0.2,0,100,serealia,olahan,38,"Hasil: 20 potong
Kuning telur - 20 butir
Gula halus - 300 gram
Butter - 350 gram
Tepung terigu protein rendah - 60 gram
Susu bubuk - 20 gram
Bubuk spekuk - 1 sdt
Susu kental manis - 3 sdm","1. Kocok butter dan gula halus sampai mengembang dengan kecepatan tinggi, kurang lebih 10 menit.
2. Turunkan kecepatan, kemudian masukkan kuning telur satu persatu. Kocok sampai rata kemudian masukkan susu kental manis, kocok sampai rata.
3. Ayak terigu, susu bubuk dan bumbu spekuk, masukkan secara bertahap kedalam kocokan telur, aduk balik dengan spatula sampai rata.
4. Masukkan 1 sendok sayur adonan kedalam loyang 20 x 20 x 7 cm yang sudah dialasi dengan kertas roti, ratakan. Oven dengan api bawah suhu 180°C hingga kecoklatan, keluarkan dari oven lalu tekan-tekan permukaannya dengan punggung sendok atau alat penekan kue lapis.
5. Tuang 1 sendok sayur lagi adonan, ratakan, oven dengan api atas sampai kecoklatan, tekan-tekan lagi permukaannya. Ulangi langkah tersebut hingga adonan habis.
6. Setelah adonan terakhir, panggang dengan api bawah selama 15 menit sampai matang.
7. Setelah matang, keluarkan dari oven, dinginkan baru dipotong-potong."
Manan samin,27.1,379,3.4,18.1,50.6,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,39,"Hasil: 18 buah
Beras ketan putih, rendam minimal 1 jam - 350 gram
Garam - 1/4 sdt
Daun pandan - 2 lembar
Air, untuk merebus - secukupnya
Daun pisang, untuk membungkus - secukupnya
Tusuk gigi, untuk menyemat - secukupnya
KUAH KINCA:
Gula aren - 200 gram
Air - 150 ml
Daun pandan - 1 lembar
TABURAN:
Kelapa, parut bagian putihnya - 1/2 butir
Daun pandan - 1 lembar
Garam - 1/4 sdt
","1. Tiriskan beras ketan dan cuci bersih. Tiriskan kembali.

2. Campur beras ketan dengan garam. Aduk rata.

3. Ambil selembar daun pisang. Bentuk jadi contong segitiga atau kerucut. Isi dengan 2 sdm beras ketang hingga penuh. Lipat daun hingga ketan tertutup dan berbentuk segitiga. Sematkan dengan tusuk gigi. Lakukan hingga semua habis.

4. Siapkan panci presto. Masukkan lupis dan daun pandan. Isi panci dengan air hingga setengah panci. Tutup rapat lalu rebus dengan api besar. Saat muncul bunyi nyaring atau mendesis, kecilkan api. Rebus selama 1 jam hingga matang. Angkat dan tiriskan.

5. Kuah Kinca: Rebus semua bahan hingga gula larut dan mengental. Angkat lalu saring. Siap digunakan.

6. Taburan: Campur semua bahan lalu kukus selama 15 menit. Angkat dan siap digunakan.

7. Ambil lupis dan buka pembungkus daun pisangnya. Gulingkan atau taburi dengan kelapa parut. Siram dengan kuah kinca.

8. Siap disajikan. "
Martabak india,65.8,153,4.5,4.2,24.3,-,1.2,14,108,2.4,240,112.0,0.40,0.5,-,-,-,-,-,-,-,100,serealia,olahan,40,"Hasil: 1 Loyang
5 butir telur
3/4 gelas gula pasir
500 gram ubi Jamar (ubi dikukus)
200 gram terigu
150 ml santan kental
secukupnya mentega Untuk olesan loyang","1. Kukus ubi. lalu haluskan. masukkan telur dan gula dengan garpu lalu masukkan santan dan aduk. Masukkan ubi. Aduk rata.
2. Masukkan Terigu. Aduk rata. Oles Loyang dengan mentega lalu tuang adonan. Panggang Selasa 50 menit dengan api kecil atau sampai matang.
3. Potong-potong dan sajikan"
