,nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah,bahan_stemmed
63,dodol bali,26.5,298,3.7,2.1,65.9,0.4,1.8,70,76,2.5,0,0,0,0,0,0,496,0.28,0,2.5,0,100,serealia,olahan,,"hasil:
20 porsi
tepung ketan - 500 gram
santan, hangatkan - 250 ml
gula pasir - 2 sdm
garam - 1/4 sdt
pewarna hijau - 5 tetes
minyak goreng - 3 sdm
daun pisang, potong ukuran 10x10 cm - 3 lembar
unti kelapa:
kelapa, parut - 1/2 butir
gula merah, serut kasar - 250 gram
gula pasir - 2 sdm
garam - 1/4 sdt","1. unti kelapa: masak semua bahan unti kelapa sambil terus diaduk sampai matang. matikan api lalu biarkan dingin. bentuk jadi bulat-bulat kecil.
2. dalam wadah, campur tepung ketan, gula pasir, dan garam. aduk rata.
3. tuang santan, minyak goreng, dan pewarna hijau sedikit demi sedikit, sambil terus diuleni hingga kalis dan adonan bisa dibentuk.
4. ambil selembar daun pisang, lalu beri adonan ketan di tengahnya dan bulatkan. kerucutkan daun pisang, lalu beri satu bulatan unti kelapa.
5. lipat ujung daun yang tidak kerucut ke arah depan, lalu tarik ke depan daun yang kerucut. lakukan hal yang sama untuk sisi kanan dan kiri daun, hingga mengunci rapi berbentuk kerucut. lakukan hingga semua adonan habis.
6. panaskan panci kukusan/dandang. kukus kue hingga matang dan daun pisang berubah layu kecoklatan. angkat.
7. siap disajikan.","['hasil', 'porsi', 'tepung', 'ketan', 'gram', 'santan', 'hangat', 'ml', 'gula', 'pasir', 'sdm', 'garam', 'sdt', 'warna', 'hijau', 'tetes', 'minyak', 'goreng', 'sdm', 'daun', 'pisang', 'potong', 'ukur', 'lembar', 'unti', 'kelapa', 'kelapa', 'parut', 'butir', 'gula', 'merah', 'serut', 'kasar', 'gram', 'gula', 'pasir', 'sdm', 'garam', 'sdt']"
64,dodol galamai,16.5,348,0.4,3.8,76.1,0.5,1.2,41,144,2.6,38,76.0,0.30,2.1,0,0,0,0.03,0.06,1.8,0,100,serealia,olahan,,,,[]
65,dodol kedondong,26.4,331,1.9,7.6,63.8,1.0,0.4,90,55,2.3,-,-,-,-,0,-,408,0.11,-,0.8,5,100,serealia,olahan,,,,[]
66,dodol manado,26.1,373,4.3,16.5,51.9,0.4,1.2,41,142,2.4,35,72.0,0.30,2.1,0,0,0,0.04,0.06,2.1,0,100,serealia,olahan,,,,[]
67,emping beras,13.6,403,10.6,2.2,85.3,0.2,1.9,11,240,0.3,1,113.0,0.30,2.4,-,-,0,0.00,0.16,-,0,100,serealia,olahan,,,,[]
68,gemblong,36.2,274,1.7,5.4,55.5,2.2,1.2,69,55,3.3,-,-,-,-,0,0,0,0.00,-,-,0,100,serealia,olahan,16,,,[]
69,gendar goreng,30.4,407,6.4,28.2,32,0.1,3.0,216,62,1.6,-,-,-,-,0,0,184,0.16,0.00,0.6,0,100,serealia,olahan,17,"hasil: 12 biji (1 biji 40 gram)
bahan gemblong
125 gr tepung ketan
50 gr tepung beras
150 gr kelapa parut
130 ml santan+air
1 sdt garam
minyak goreng untuk menggoreng
bahan pelapis :
100 gr gula merah
25 gr gula pasir
2 lembar daun pandan
50 ml air","1. siapkan wadah. masukkan tepung, kelapa parut dan garam, aduk sampai tercampur rata. tambahkan sedikit demi sedikit campuran santan dan air.
2. aduk hingga kalis dan bisa dibentuk. ambil adonan lalu bentuk seperti perkedel. lakukan sampai habis.
3. panaskan minyak dengan api kecil lalu goreng semua adonan tadi sampai matang.
4. di pan terpisah masak gula merah, gula pasir,pandan dan air sampai meleleh dan mengental. matikan api.
5. masukkan gemblong yg sudah digoreng lalu aduk2 sampai seluruh permukaan gemblong terlapisi dengan gula merah. tiriskan sampai dingin dan lapisan gula merah mengeras.","['hasil', 'biji', 'biji', 'gram', 'bahan', 'gemblong', 'gr', 'tepung', 'ketan', 'gr', 'tepung', 'beras', 'gr', 'kelapa', 'parut', 'ml', 'santanair', 'sdt', 'garam', 'minyak', 'goreng', 'goreng', 'bahan', 'lap', 'gr', 'gula', 'merah', 'gr', 'gula', 'pasir', 'lembar', 'daun', 'pandan', 'ml', 'air']"
70,intip goreng,6.5,474,7.6,21.6,62.3,1.2,2.0,36,64,2.5,0,38.0,0.05,0.5,-,0,200,0.25,0.03,0.8,0,100,serealia,olahan,18,"100 gr nasi sisa kemarin/boleh nasi baru
garam gendar, haluskan
sedikit air","1. aduk nasi dengan garam gendar dan sedikit air sampe rata. soalnya aku masak nasinya pake rice cooker. biasanya kalo nasi kemarin udah agak kering. jadi ini cuma buat ngelembabin aja. pake garam secukupnya aja jangan sampe terlalu berwana kuning banget atau bisa koreksi rasa
2. masak nasi sampe matang. diamkan sampe hangat. lalu angkat
3. tumbuk nasi sampe halus/ sampe lengket, menggunakan baskom kecil dan batu ulek yang sudah dibungkus plastik yang sudah dilumuri sedikit minyak. bentuk lonjong bulat. atau sesuai selera.
tips: saat pembentukan masukan tangan menggunakan plastik dan olesin bagian permukaannya dengan sedikit minyak. tujuannya agar memudahkan saat membentuk, tidak lengket dan agar tidak pecah saat di masukan kulkas","['gr', 'nasi', 'sisa', 'kemarinboleh', 'nasi', 'garam', 'gendar', 'halus', 'air']"
71,jagung gerontol,61.7,156,2.7,1.3,33.3,1.0,0.8,51,105,1.2,-,-,-,-,0,-,162,0.08,0.00,0.0,0,100,serealia,olahan,19,"hasil: 1 buah
200 gr nasi sisa kemarin
3 siung bawang putih dihaluskan
1 sdm peres tepung tapioka
1/2 sdt ketumbar bubuk
1/4 sdt garam","1. campur nasi dengan bahan lainnya, campur perlahan saja jangan terlalu keras mencampurnya.
2. siapkan wajan teflon dan letakkan nasi bercampur bumbu tadi. diratakan pada permukaan teflon, tidak usah terlalu kuat menekannya supaya intip tidak keras. gunakan plastik untuk meratakan perlahan hingga nasi pada teflon rapi bentuknya
3. panggang teflon berisi nasi dengan api kompor yang kecil, hingga bagian bawahnya kering agak kehitaman sedikit, jangan lupa ditutup teflonnya. kemudian matikan kompor, biarkan sesaat agar teflon dingin dan mudah mengeluarkan intip tersebut (kalau masih panas dikeluarkan intipnya bisa rusak bentuknya). setelah intip nasi dikeluarkan dari teflon letakkan pada nampan (saya stainless) lalu jemur sekitar 1 hari jika panas terik atau 2 hari hingga kering.
4. goreng intip nasi dengan minyak yang banyak hingga matang. siap untuk dinikmati sebagai camilan tidak terlalu keras dan cukup renyah.","['hasil', 'buah', 'gr', 'nasi', 'sisa', 'kemarin', 'siung', 'bawang', 'putih', 'halus', 'sdm', 'peres', 'tepung', 'tapioka', 'sdt', 'ketumbar', 'bubuk', 'sdt', 'garam']"
72,jagung titi,9.2,374,9.4,2.2,79.1,0.8,0.1,14,142,2.9,-,-,9.00,-,-,-,11507,0.20,-,-,-,100,serealia,olahan,,"hasil: 2 porsi
1 buah jagung manis, pipil
50 gr kelapa parut
1 sdm margarin
1 sdm gula pasir (jika ingin manis, bisa ditambahkan)","1. panaskan kukusan, kukus jagung dengan kelapa parut selama 15 menit (atau sampai matang). angkat dan sisihkan.
2. saat jagung masih panas, masukkan margarin. aduk rata.
3. penyajian : dalam wadah penyajian, letakkan jagung, taburi dengan kelapa parut dan gula pasir.","['hasil', 'porsi', 'buah', 'jagung', 'manis', 'pipil', 'gr', 'kelapa', 'parut', 'sdm', 'margarin', 'sdm', 'gula', 'pasir', 'manis']"
73,japilus,3.8,500,1.2,25.1,67.3,0.4,2.7,186,29,4.9,-,-,-,-,0,-,0,0.17,0.03,0.4,0,100,serealia,olahan,,,,[]
74,kakicak,43.9,296,3.4,15.1,36.7,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,20,,,[]
75,kambose,61.5,164,3,2.4,32.6,4.3,0.7,16,36,0.7,0,32.0,0.10,1.6,0,256,-,0.10,0.10,0.4,-,100,serealia,olahan,,"hasil: 10 porsi kecil
adonan kakicak (semua takaran sdm biasa ga munjung):
7 sdm tepung beras
18,5 sdm tepung ketan
1 sdm air kapur (sy skip)
3,5 sdm gula pasir, dicairkan (tambahan dr saya)
3 tetes pasta pandan
secukupnya pewarna hijau (sy skip ga punya)
200 ml air hangat
1,5 l air untuk merebus
inti gula merah :
12 sdm kelapa parut
5 sdm gula merah (sy pake gula aren)
1 tetes vanili (opsional, tambahan dr saya)
1 sdm gula pasir
1/3 sdt garam
1 lembar daun pandan, ikat simpul","1. campur semua bahan adonan, kecuali air. lalu beri air hangat sedikit sedikit hingga adonan kalis.
2. ambil sedikit sedikit adonan, kira2 sebesar 1 kelereng, bulatkan, pipihkan dengan tekan tengahnya menggunakan jempol.
tata di baki yg sudah ditaburi tepung.
3. rebus air. setelah mendidih masukkan semua adonan 4. inti gula merah:
gula merah dicairkan di wajan. lalu masukkan kelapa parut, daun pandan, gula merah, gula pasir, vanili dan garam. aduk rata hingga matang tercampur dan wanginya keluar.
5. kuih kakicak khas banjar siap dihidangkan.. nb:
penyajian ada 2 versi,
1. bs langsung dicampur kakicak dan inti gula merahnya, atau
2. inti diletakkan sedikit di atas masing masing kakicak.","['hasil', 'porsi', 'adon', 'kakicak', 'takar', 'sdm', 'munjung', 'sdm', 'tepung', 'beras', 'sdm', 'tepung', 'ketan', 'sdm', 'air', 'kapur', 'skip', 'sdm', 'gula', 'pasir', 'cair', 'tambah', 'tetes', 'pasta', 'pandan', 'warna', 'hijau', 'skip', 'ml', 'air', 'hangat', 'air', 'rebus', 'inti', 'gula', 'merah', 'sdm', 'kelapa', 'parut', 'sdm', 'gula', 'merah', 'pake', 'gula', 'aren', 'tetes', 'vanili', 'opsional', 'tambah', 'sdm', 'gula', 'pasir', 'sdt', 'garam', 'lembar', 'daun', 'pandan', 'ikat', 'simpul']"
76,kapusa,63.5,158,4.4,3.2,27.8,5.3,1.0,79,115,1.2,104,149.0,0.50,1.1,0,1374,-,0.06,0.05,0.1,0,100,serealia,olahan,,,,[]
77,keddo bodong,33.9,290,4.6,5.7,55.2,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,21,,,[]
78,"kelepon, kue",49.6,215,3.7,3.7,41.8,1.0,1.2,232,45,3.3,-,-,-,-,0,-,872,0.09,0.07,0.2,0,100,serealia,olahan,22,"hasil: 8 buah
bahan kulit dadar ketan :
250 gr tepung beras ketan (rosebrand)
150 ml air kelapa / secukupnya air hangat
1/2 sdt garam (saya skip)
bahan isian :
1/2 butir kelapa muda, parut
1 sdt garam, untuk mengukus
secukupnya gula pasir jika suka manis,atau
secukupnya garam jika suka asin","1. isian : siapkan kelapa yang sudah di parut, berikan sedikit garam, aduk rata lalu kukus sebentar sekitar 7menit. angkat dan sisihkan. pada resep asli, kelapa yang digunakan tidak di kukus, kelapa parut segar. saya kukus agar lebih awet hehe
2. pembuatan kulit : siapkan tepung ketan, campurkan air kelapa sedikit demi sedikit ke dalam tepung ketan sambil diaduk rata sampai bergerindil kasar. ***untuk penggunaan air hangat bisa melarutkan garam terlebih dahulu ke air, sebelum dicampurkan kedalam tepung.***
3. siapkan satu wadah lagi beserta saringan kawat. saring/garuk adonan ketan yang bergerindil kasar menggunakan saringan kawat untuk mendapatkan tekstur adonan yang berbulir halus. lakukan sampai adonan habis.
4. siapkan teflon anti lengket, panaskan teflon lalu taburi adonan diatasnya seperti pembuatan dadar. gunakan api sedang cenderung kecil yaa..setelah selesai ditaburi, tutup teflon dan masak sekitar 1-2 menit. angkat dan sisihkan. saya menggunakan teflon diameter sekitar 28cm hehe jd besar-besar hasilnya
5. isikan kelapa parut yang sudah di kukus diatas dadar ketan yang sudah jadi. berikan taburan gula pasir untuk rasa manis atau berikan taburan garam untuk rasa asin. lalu lipat dan gulung. lakukan hingga dadar ketan habis.
6. sajikan selagi hangat. biasanya di bugis, kudapan ini disajikan sbg sarapan. tapi dimakan buat cemilan juga oke kok hehe. selamat mencoba.","['hasil', 'buah', 'bahan', 'kulit', 'dadar', 'ketan', 'gr', 'tepung', 'beras', 'ketan', 'rosebrand', 'ml', 'air', 'kelapa', 'air', 'hangat', 'sdt', 'garam', 'skip', 'bahan', 'isi', 'butir', 'kelapa', 'muda', 'parut', 'sdt', 'garam', 'kukus', 'gula', 'pasir', 'suka', 'manisatau', 'garam', 'suka', 'asin']"
79,kereput,3.5,580,4.8,39.6,51.1,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,,"hasil: 4 porsi
250 gram ubi
25 gram gula merah
50 gram tepung sagu","1. rebus/kukus ubi selama 10 menit, hancurkan dengan garpu.
2. masukkan sagu dan campur hingga kalis.
3. bentuk adonan bulat-bulat dan masukkan potongan gula merah di tengah, rebus di air mendidih hingga adonan mengapung.","['hasil', 'porsi', 'gram', 'ubi', 'gram', 'gula', 'merah', 'gram', 'tepung', 'sagu']"
80,ketoprak,69.1,153,7.9,7.7,13,2.9,2.6,153,134,3.4,-,-,-,-,3,-,435,0.05,-,-,0,100,serealia,olahan,23,,,[]
81,ketupat kandangan,78.5,109,2.2,5.2,13.4,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,24,"hasil: 1 porsi
lontong 1 ukuran 25cm
kacang giling 3sdm full
1/4 sdt garam
1 ruas jari gula merah
sesuai selera cabe rawit
secukupnya tauge dan bihun
secukupnya kecap
bawang putih 1 siung ukuran sedang
secukupnya air
secukupnya timun
2 pcs tahu goreng","1. bawang putih, garam, cabai, gula merah dihaluskan atau diulek diatas piring spt yg dilakukan penjual ketoprak
2. tambahkan kacang giling dan air secukupnya diaduk hingga semua tercampur rata
3. potong-potong lontong dan tahu goreng masukan diatas bumbu kacang tsb
4. tambahkan tauge dan bihun yg sudah diseduh air panas
5. tambahkan potongan timun
6. beri kecap sesuai selera
7. tambahkan kerupuk sebagai pelengkapnya","['hasil', 'porsi', 'lontong', 'ukur', 'kacang', 'giling', 'sdm', 'full', 'sdt', 'garam', 'ruas', 'jari', 'gula', 'merah', 'sesuai', 'selera', 'cabe', 'rawit', 'tauge', 'bihun', 'kecap', 'bawang', 'putih', 'siung', 'ukur', 'air', 'timun', 'pcs', 'goreng']"
82,koya,13.2,366,4.2,4.3,77.5,0.8,0.8,153,222,7.0,-,-,-,-,0,-,-,-,-,-,0,100,serealia,olahan,25,"hasil: 5 porsi
2 ekor ikan haruan
5 biji kelapa (dijadikan santan)
25 biji bawang merah
7 biji bawang putih
15 biji kemiri
2 ruas jahe
2 batang sereh
1/2 bungkus ketumbar bubuk
1 ruas kunyit
3 bungkus terasi
20 biji cabe merah
1 bungkus arang (alaban)
secukupnya botok kelapa
15 biji urung ketupat
1 liter beras
membuat ketupat
1/2 bagian isi urung ketupat dengan beras sampai
masukan kedalam air hingga mendidih sampai 1,5 jam
membuat ikan bakar
bersihkan ikan gabus (beserta perut dan telurnya)
haluskan 10 biji bawang merah, kunyit dan garam
panggang diatas arang dan botok kelapa hingga menguning
membuat sambal ketupat
20 biji cabe rawit
1 bungkus terasi
10 biji bawang merah bakar
haluskan semua bahan, jika sudah masukan kuah santan ketupat sebanyak 1 centong sayur. aduk rata","1. setelah membakar ikan, haluskan 15 biji bawang merah, 7 biji bawang putih, kemiri, jahe, dan ketumbar.
2. jika bumbu sudah halus, masak bumbu dengan api kecil hingga matang (kecoklatan).
3. jika sudah, masukan bumbu kedalam panci beserta serai dan santan. aduk hingga mendidih.
4. haluskan 2 bungkus terasi (abc) dengan sedikit air, masukan kedalam panci.
5. jika sudah mendidih, masukan ikan dan telur ikan kedalam santan. ketupat kandangan siap dinikmati","['hasil', 'porsi', 'ekor', 'ikan', 'haruan', 'biji', 'kelapa', 'jadi', 'santan', 'biji', 'bawang', 'merah', 'biji', 'bawang', 'putih', 'biji', 'kemiri', 'ruas', 'jahe', 'batang', 'sereh', 'bungkus', 'ketumbar', 'bubuk', 'ruas', 'kunyit', 'bungkus', 'terasi', 'biji', 'cabe', 'merah', 'bungkus', 'arang', 'alaban', 'botok', 'kelapa', 'biji', 'urung', 'ketupat', 'liter', 'beras', 'ketupat', 'isi', 'urung', 'ketupat', 'beras', 'masuk', 'dalam', 'air', 'didih', 'jam', 'ikan', 'bakar', 'sih', 'ikan', 'gabus', 'serta', 'perut', 'telur', 'halus', 'biji', 'bawang', 'merah', 'kunyit', 'garam', 'panggang', 'atas', 'arang', 'botok', 'kelapa', 'kuning', 'sambal', 'ketupat', 'biji', 'cabe', 'rawit', 'bungkus', 'terasi', 'biji', 'bawang', 'merah', 'bakar', 'halus', 'bahan', 'masuk', 'kuah', 'santan', 'ketupat', 'centong', 'sayur', 'aduk']"
83,koya mirasa,7.2,370,8,1.0,82.2,0.4,1.6,83,110,"17.
0",-,-,-,-,3,-,144,0.19,0.45,2.6,0,100,serealia,olahan,,"1/4 bawang putih iris
1/4 krupuk udang (me:krupuk sari udang)
secukupnya minyak goreng","1. goreng bawang putih iris sampai kering lalu sisihkan,goreng pula krupuk
2. setelah bawang putih dan krupuk selesai digoreng tumbuk/blender semua campur menjadi satu,blender sampai halus
3. setelah halus koya bisa disimpan ditoples agar tetep terjaga kerenyahanya,koya pun siap untuk pelengkap utama soto lamongan","['bawang', 'putih', 'iris', 'krupuk', 'udang', 'mekrupuk', 'sari', 'udang', 'minyak', 'goreng']"
84,koyabu,44.2,241,3.4,4.3,47.2,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,26,,,[]
85,kue ali,12.8,440,3.8,18.5,64.5,0.3,0.4,27,47,2.5,-,-,-,-,0,-,0,0.13,0.09,0.0,0,100,serealia,olahan,27,"hasil: 7 buah
100 gram tepung ketan
75 gram kelapa parut
50 gram gula merah sisir
sejumput garam","1. campur tepung ketan, kelapadan garam
2. siapkan daun pisang, masukkan bahan sedikit kemudian tambahkan gula dan di timpa lagi dg bahan
3. bungkus dengan menyematkan lidi
4. lalu kukus selama 30 menit sampai matang
","['hasil', 'buah', 'gram', 'tepung', 'ketan', 'gram', 'kelapa', 'parut', 'gram', 'gula', 'merah', 'sisir', 'jumput', 'garam']"
86,kue bangen,5.6,442,3.3,14.7,74.2,-,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,,"hasil: 8 porsi
tepung beras - 300 gram
kelapa parut - 150 gram
gula merah - 200 gram
gula pasir - 100 gram
garam - 1/2 sdt
air - 200 ml
minyak goreng - secukupnya
pelapis:
tepung beras - 3 sdm
air - 100 ml
garam - 1/4 sdt","1. sangrai kelapa parut hingga berwarna kecoklatan. angkat lalu sisihkan.
2. masak gula merah bersama air hingga gula larut. angkat lalu sisihkan.
3. tuang larutan gula merah ke dalam wadah berisi tepung beras. aduk rata menggunakan spatula.
4. masukkan kelapa parut, gula pasir, dan garam. aduk adonan hingga rata dan tidak lagi terasa kasar. diamkan adonan selama 2 jam.
5. cetak adonan jadi bentuk cincin. supaya tidak lengket, lumuri tangan atau cetakan dengan minyak.
6. panaskan banyak minyak. sembari menunggu, siapkan bahan pelapis dengan mencampur rata semua bahannya.
7. ambil kue satu per satu lalu celupkan ke dalam bahan pelapis. goreng kue langsung dalam minyak panas hingga matang dan berwarna gelap. angkat dan tiriskan. sajikan","['hasil', 'porsi', 'tepung', 'beras', 'gram', 'kelapa', 'parut', 'gram', 'gula', 'merah', 'gram', 'gula', 'pasir', 'gram', 'garam', 'sdt', 'air', 'ml', 'minyak', 'goreng', 'lap', 'tepung', 'beras', 'sdm', 'air', 'ml', 'garam', 'sdt']"
87,kue gelang,7.1,448,5.8,16.1,70,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,28,,,[]
88,kue jahe,3.7,425,1.6,8.8,84.6,1.2,1.3,155,61,4.0,-,-,-,-,-,-,0,0.20,-,-,0,100,serealia,olahan,29,"hasil: 5 porsi
200 gr tepung beras
100 gr tepung terigu
1/2 gelas santan
minyak goreng
1/2 gelas gula pasir
secukupnya garam","1. campurkan semua tepung, garam dan santan lalu di uleni sampai kalis
2. bentuk sesuai keinginan lalu goreng hingga matang dan tiriskan
3. di panci lain cairkan gula pasir dengan sedikit air sampai berbuih dan kental lalu masukkan kemplang yg sudah di tiriskan tadi. sajikan","['hasil', 'porsi', 'gr', 'tepung', 'beras', 'gr', 'tepung', 'terigu', 'gelas', 'santan', 'minyak', 'goreng', 'gelas', 'gula', 'pasir', 'garam']"
89,kue kelapa,3.3,591,5.6,42.1,47.5,-,1.5,32,180,1.6,33,443.0,0.50,1.1,-,-,-,-,-,-,-,100,serealia,olahan,30,"hasil: 400 gram
tepung terigu - 350 gram
mentega - 100 gram
susu bubuk - 30 gram
gula palem - 100 ml
syrup gula aren - 100 ml
garam - 1/4 sdt
telur - 1 butir
baking soda - 1/2 sdt
rempah:
jahe bubuk - 2 sdt
kayu manis - 1 sdt
pala bubuk - 1/2 sdt
cengkeh bubuk - 1/2 sdt
hiasan:
coklat putih, lelehkan - 50 gram
plastik segitiga - secukupnya
cetakan cookies - secukupnya
","1. dalam wadah masukan mentega dan gula palem, mixer. tambahkan syrup gula aren sambil mixer tetap berjalan, lalu telur, rempah-rempah dan garam. mixer hingga mengembang pucat.
2. ayak tepung terigu,baking soda dan susu bubuk, kemudian masukan kedalam adonan mentega, mixer hingga rata saja.
3. letakkan dalam selembar bungkus plastik besar atau bungkus dengan plastik wrap. jika plastik tidak cukup besar, bagi jadi dua adonan. kemudian simpan dalam freezer selama minimal 1-3 jam. lebih mudah memipihkan dan mencetak adonan kue yang sudah dingin.
4. keluarkan adonan dari kulkas dan buka plastiknya. taburi alas kerja dengan tepung, serta tangan dan rolling pin. kemudian ratakan dengan rolling pin hingga setebal 0,5 cm.
5. cetak cookies sesuai bentuk yang disukai.
6. panaskan oven, setelah itu panggang cookies suhu 160°c selama 25 menit.
7. keluarkan cookies dari oven lalu dinginkan suhu ruang. biarkan cookies mendingin selama 5 menit di atas loyang. lalu pindahkan ke rak pendingin hingga benar-benar dingin.
8. setelah benar-benar dingin, hiasi dengan coklat putih leleh yang telah dimasukan kedalam plastik segitiga.","['hasil', 'gram', 'tepung', 'terigu', 'gram', 'mentega', 'gram', 'susu', 'bubuk', 'gram', 'gula', 'palem', 'ml', 'syrup', 'gula', 'aren', 'ml', 'garam', 'sdt', 'telur', 'butir', 'baking', 'soda', 'sdt', 'rempah', 'jahe', 'bubuk', 'sdt', 'kayu', 'manis', 'sdt', 'pala', 'bubuk', 'sdt', 'cengkeh', 'bubuk', 'sdt', 'hias', 'coklat', 'putih', 'leleh', 'gram', 'plastik', 'segitiga', 'cetak', 'cookies']"
90,kue koa,14.5,340,4.8,0.4,79.3,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,,"hasil: 500gram
150 gram margarin atau butter
70 gram gula halus
1 butir kuning telor
50 gram kelapa kering atau kelapa sangrai
sejumput garam
170 gram tepung terigu protein sedang
bahan oles :
1 butir kuning telor
1 sdm minyak goreng","1. masukan dalam wadah, margarin, garam dan gula halus, mixer sebentar saja, cukup tercampur rata, jangan overmix
2. tambahkan kuning telur, aduk rata, disusul kelapa kering aduk rata
3. masukan terigu sedikit demi sedikit, sambil diaduk sampai menjadi adonan yang bisa dipulung
4. tipiskan adonan,cetak adonan sesuai selera, tata dalam loyang, oles dengan bahan olesan, tabur diatasnya kelapa kering
5. panggang dalam oven tangkring, yg sudah dipanaskan terlebih dahulu selama 10menit, panggang selama kurang lebih 25menit dengan api sedang, jika matang tekstur kering dan renyah.","['hasil', 'gram', 'gram', 'margarin', 'butter', 'gram', 'gula', 'halus', 'butir', 'kuning', 'telor', 'gram', 'kelapa', 'kering', 'kelapa', 'sangrai', 'jumput', 'garam', 'gram', 'tepung', 'terigu', 'protein', 'bahan', 'oles', 'butir', 'kuning', 'telor', 'sdm', 'minyak', 'goreng']"
91,kue ku temu,46.2,214,3.5,0.2,49.6,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,31,,,[]
92,kue lumpur,40.1,291,3.6,11.1,44.1,-,1.1,96,60,2.3,-,-,-,-,20,-,400,0.24,-,-,-,100,serealia,olahan,32,"hasil: 20 buah
tepung ketan - 250 gram
santan kental - 250 ml
gula pasir - 50 gram
garam - 1/2 sdt
pewarna merah - 1 sdt
daun pisang - secukupnya
isian:
kacang hijau tanpa kulit, rendam 1 jam - 200 gram
santan sedang - 100 ml
gula pasir - 200 gram
garam - 1/2 sdt
vanili cair - 1/2 sdt
daun pandan, simpulkan - 1 helai
","cara membuat isian
1. tiriskan kacang hijau yang telah direndam. kukus hingga matang kemudian haluskan

2. dalam panci, masukkan kacang hijau bersama santan, gula pasir, garam, vanili, dan daun pandan. masak dengan api kecil sambil terus diaduk, hingga adonan memadat dan sudah bisa dipulung/dibentuk. matikan api dan sisihkan.

cara membuat kulit
1. dalam panci, didihkan santan dengan api sedang sambil terus diaduk. matikan api dan sisihkan.

2. dalam wadah, campur tepung ketan, gula pasir, dan garam. aduk hingga rata.

3. tuang santan panas/hangat sedikit demi sedikit sambil diaduk menggunakan sendok.

4. masukkan bahan pewarna. uleni adonan hingga kalis, tidak lengket, dan bisa dibentuk.

penyelesaian
1. ambil 2 sdm adonan kulit. pipihkan menggunakan telapak tangan.

2. beri sebanyak 1 sdt isian di tengah kulit.

3. bulatkan adonan lalu masukkan dalam cetakan kue ku. tekan-tekan lalu keluarkan kue ku dari cetakan. taruh kue ku di atas daun pisang. ulangi langkah di atas hingga semua adonan habis.

4. kukus kue ku selama 30 menit hingga matang. angkat.

5. siap disajikan.","['hasil', 'buah', 'tepung', 'ketan', 'gram', 'santan', 'kental', 'ml', 'gula', 'pasir', 'gram', 'garam', 'sdt', 'warna', 'merah', 'sdt', 'daun', 'pisang', 'isi', 'kacang', 'hijau', 'kulit', 'rendam', 'jam', 'gram', 'santan', 'ml', 'gula', 'pasir', 'gram', 'garam', 'sdt', 'vanili', 'cair', 'sdt', 'daun', 'pandan', 'simpul', 'helai']"
93,kue pelita,71,141,5.3,5.5,17.6,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,33,"hasil: 8 porsi
adonan hijau:
ekstrak daun pandan dan daun suji - 50 gram
air - 100 gram
santan instan - 60 ml
telur - 2 butir
gula pasir - 5 sdm
garam - 1/2 sdt
tepung terigu - 2 sdm
vanili - secukupnya
adonan putih:
santan instan - 60 ml
air - 200 ml
garam - 1/2 sdt
tepung beras - 2 sdm
","1. panaskan kukusan.
2. campur semua bahan adonan hijau, aduk menggunakan whisker secara perlahan.
3. saring adonan hijau hingga tidak ada lagi yang bergerindil.
4. tuang kedalam cetakan puding, lalu kukus dengan api sedang ke kecil selama 20 menit.
5. sambil mengukus adonan hijau kita siapkan adonan putih.
6. campur semua adonan putih, aduk sampai semua menyatu.
7. jika sudah 20 menit, buka kukusan lalu tuang adonan putih secara perlahan.
8. jika sudah terisi semua tutup kukusan dan kukus kembali selama 10 menit.
9. sajikan hangat atau dingin lebih nikmat.
10. tips
1. gunakan telur yang segar agar lumpur surga tidak bau amis telur.

2. gunakan api sedang ke kecil agar adonan hijau tidak mengembang.

","['hasil', 'porsi', 'adon', 'hijau', 'ekstrak', 'daun', 'pandan', 'daun', 'suji', 'gram', 'air', 'gram', 'santan', 'instan', 'ml', 'telur', 'butir', 'gula', 'pasir', 'sdm', 'garam', 'sdt', 'tepung', 'terigu', 'sdm', 'vanili', 'adon', 'putih', 'santan', 'instan', 'ml', 'air', 'ml', 'garam', 'sdt', 'tepung', 'beras', 'sdm']"
