nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep
"Sapi, hati, sosis
(liverworst)",56.6,274,16.0,22.0,3.0,2.3,2.4,20,150,4.0,654,158.8,0.22,2.2,1201,,,0.20,0.96,4.0,0,100,"daging, unggas",olahan,
"Sapi, paru, dendeng,
mentah",9.7,360,57.3,6.0,19.2,,7.8,126,903,21.1,1483,864.0,1.20,6.1,2827,,,,,,,100,"daging, unggas",olahan,
"Sapi, paru, goreng",45.5,268,23.9,12.7,14.5,,3.1,102,315,8.8,923,299.0,0.00,1.5,790,,,,,,,100,"daging, unggas",olahan,
"Ulat sagu, panggang",41.3,380,11.9,30.3,14.9,4.8,1.6,30,120,1.5,260,550.0,3.10,14.2,,0,,0.50,2.50,0.10,,100,"daging, unggas",olahan,
"Ayam goreng church
texas, dada",42.2,338,35.2,20.6,0.4,0.0,1.5,79,221,5.6,800,369.5,0.16,1.1,16,,80,0.52,0.16,12.1,0,100,"daging, unggas",olahan,
"Ayam goreng
church,texas paha",50.3,287,31.0,15.7,1.7,0.0,1.3,99,176,4.1,723,257.0,0.17,1.5,22,,30,0.66,0.20,5.3,0,100,"daging, unggas",olahan,
"Ayam goreng church
texas, sayap",47.2,295,34.0,16.0,1.5,0.0,1.3,81,179,3.0,771,237.2,0.16,1.2,13,,50,0.44,0.13,6.2,0,100,"daging, unggas",olahan,
"Ayam goreng kalasan,
paha",46.2,275,37.4,12.2,1.3,0.0,2.9,116,237,5.8,176,321.9,0.16,1.5,10,0,50,0.10,,,0,100,"daging, unggas",olahan,
"Ayam goreng
kentucky, dada",46.5,298,34.2,16.8,0.1,0.0,2.5,90,284,5.5,741,342.0,0.07,1.0,36,,50,0.19,0.00,0.0,0,100,"daging, unggas",olahan,
"Ayam goreng
Kentucky, paha",48.7,286,32.1,16.1,1.1,0.0,2.0,89,248,6.9,746,265.2,0.09,2.3,31,,20,0.50,0.21,5.5,0,100,"daging, unggas",olahan,
"Ayam  goreng
Kentucky,sayap",44.7,297,35.9,15.2,1.6,0.0,2.6,103,227,4.4,807,248.4,0.06,1.4,22,,70,0.73,0.14,6.5,0,100,"daging, unggas",olahan,
"Ayam goreng mbok
berek dada",43.4,295,39.2,13.6,1.0,0.0,2.8,114,278,5.4,,,,,8,,50,0.19,,,0,100,"daging, unggas",olahan,
"Ayam goreng
pasundan, dada",50.1,246,37.9,9.0,0.7,0.0,2.3,90,260,7.5,,,,,6,,70,0.16,,0.00,,100,"daging, unggas",olahan,
"Ayam goreng
pasundan, paha",52.8,245,33.1,11.4,0.3,0.0,2.5,90,283,7.3,,,,,8,,40,0.37,,0.00,,100,"daging, unggas",olahan,
"Ayam goreng pioneer,
dada",44.5,295,37.4,14.7,0.6,0.0,2.7,108,236,6.8,,,,,16,,80,0.10,,0.00,,100,"daging, unggas",olahan,
"Ayam goreng
sukabumi, dada",49.8,244,36.7,9.2,1.0,0.0,3.4,81,154,6.1,,,,,20,,80,0.66,,0.00,,100,"daging, unggas",olahan,
"Ayam goreng
sukabumi, paha",46.0,283,35.7,14.3,0.5,0.0,3.6,68,106,5.4,,,,,11,,60,0.36,,0.00,,100,"daging, unggas",olahan,
"Ayam taliwang,
masakan",57.5,264,18.2,20.1,2.7,,1.5,94,164,2.0,507,408.0,0.40,12.3,1067,,,,,,,100,"daging, unggas",olahan,161
"Babi hutan masak rica,
masakan",56.2,491,24.6,16.3,0.2,,2.7,18,144,1.2,1415,327.0,0.20,2.6,2193,,,0.61,0.47,,0,100,"daging, unggas",olahan,
Beef burger,45.5,258,10.6,9.5,32.5,0.4,2.2,210,157,2.6,572,189.1,,,218,,7580,0.95,,,0,100,"daging, unggas",olahan,162
"Beef teriyaki, masakan",65.1,151,8.6,3.1,22.3,0.3,0.9,142,62,2.3,377,,,,22,,400,0.53,,,0,100,"daging, unggas",olahan,163
"Beef yakiniku,
masakan",67.7,132,9.8,1.1,20.7,0.3,0.8,302,67,2.0,409,,,,78,,700,0.62,,,0,100,"daging, unggas",olahan,164
Brongkos,76.4,141,15.3,3.3,12.6,1.0,2.4,87,97,5.1,,,,,4,,356,0.40,,,0,100,"daging, unggas",olahan,165
"Bulgogi, masakan",84.2,72,11.4,4.9,1.4,1.7,0.7,214,86,2.5,509,,,,17,,,1.08,,,0,100,"daging, unggas",olahan,166
"Chicken teriyaki,
masakan",68.2,168,13.0,9.6,7.5,0.8,1.7,137,106,3.1,959,,,,68,,2200,0.65,,,0,100,"daging, unggas",olahan,167
"Chikiniku, masakan",65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2.0,531,,,,27,,1280,0.73,,,0,100,"daging, unggas",olahan,
"Coto mangkasara,
kuda, masakan",83.5,96,6.8,5.9,3.8,,0.9,11,106,2.3,96,31.0,0.10,1.0,,,,0.23,0.14,4.20,,100,"daging, unggas",olahan,
"Coto mangkasara,
sapi, masakan",85.9,84,6.0,6.0,1.4,,0.7,8,104,4.0,90,25.0,0.30,0.6,,,,0.16,0.14,"10.3
0",,100,"daging, unggas",olahan,168
"Djibokum, masakan",43.4,248,10.0,2.3,40.9,0.1,3.4,116,110,2.8,401,,,,52,,1920,0.75,,,0,100,"daging, unggas",olahan,
"Empal (daging)
Goreng, masakan",43.9,248,36.2,6.9,10.1,,2.0,131,235,6.4,848,,,,112,,620,0.55,,,0,100,"daging, unggas",olahan,169
Gulai kambing,78.4,126,4.2,9.4,6.2,,1.8,45,73,1.3,302,138.0,0.20,1.1,151,,,0.13,0.01,,,100,"daging, unggas",olahan,170
"Jangang bintatoeng,
masakan",73.6,107,5.3,2.2,16.5,,2.4,64,61,2.5,482,406.0,0.20,0.8,,,,0.18,0.02,3.40,,100,"daging, unggas",olahan,
"Kalio ayam, masakan",64.7,203,16.0,13.5,4.4,,1.4,278,177,4.2,534,,,,105,,3780,0.35,,,0,100,"daging, unggas",olahan,171
"Kalio jeroan, masakan",68.9,163,16.5,9.0,4.1,,1.5,102,268,7.1,570,,,,298,,1960,0.70,,,0,100,"daging, unggas",olahan,172
"Kalio kikil (tunjang),
masakan",75.3,122,13.8,5.7,3.9,,1.3,154,59,3.4,519,,,,36,,1440,0.38,,,0,100,"daging, unggas",olahan,173
"Kalio otak, masakan",70.3,157,8.1,8.8,11.4,,1.4,212,69,3.3,604,,,,32,,1040,0.45,,,0,100,"daging, unggas",olahan,
"Lawar babi, masakan",68.8,174,17.0,10.0,3.0,0.0,1.2,61,141,3.0,,,,0.0,,0,,0.10,,0.00,,100,"daging, unggas",olahan,174
"Lawar penyu, masakan",66.3,141,23.0,1.5,7.6,0.0,1.6,69,141,6.0,,,,0.0,,0,,0.10,,0.00,,100,"daging, unggas",olahan,
"Lawara jangang,
masakan",72.4,159,5.0,10.9,10.1,,1.6,57,107,1.5,400,2368.0,0.10,1.0,14,,,0.25,0.16,,,100,"daging, unggas",olahan,175
"Naan maran sapi,
masakan",14.8,478,38.3,33.9,5.1,,7.9,30,390,11.8,220,320.0,0.60,3.9,33,,,,,0.20,,100,"daging, unggas",olahan,
"Nasu likku, masakan",59.0,196,14.5,8.3,15.9,,2.3,69,157,1.0,386,470.0,0.30,2.0,,,,0.20,0.24,1.50,,100,"daging, unggas",olahan,176
"Oramu ninahu ndawa
olaho, masakan",74.9,117,13.7,5.0,4.3,,0.1,964,804,2.0,,727.0,0.30,1.5,4095,,,0.77,0.04,1.70,,100,"daging, unggas",olahan,
"Paniki masak santan,
masakan",25.4,460,28.5,35.2,7.2,,3.7,188,357,5.5,2002,532.0,0.40,2.5,954,,,0.27,0.19,,,100,"daging, unggas",olahan,177
"Pelolah manuk,
masakan",60.0,219,19.7,13.6,4.4,,2.3,33,160,1.6,577,,,,137,,1940,0.42,,,0,100,"daging, unggas",olahan,178
"Rawon, masakan",86.0,60,5.4,2.5,4.0,,2.1,272,153,3.3,,,,,10,,1235,0.09,,,0,100,"daging, unggas",olahan,179
"Rendang sapi,
masakan",57.9,193,22.6,7.9,7.8,0.0,3.8,474,211,14.9,,,,,21,,534,0.12,,0.00,,100,"daging, unggas",olahan,180
"RW, anjing, masakan",60.8,198,24.6,10.7,0.9,,3.0,1071,876,4.0,1604,226.0,0.10,2.8,256,,,0.35,0.20,,,100,"daging, unggas",olahan,
"Sate, penyu, masakan",57.4,179,22.5,3.5,13.3,0.0,3.3,187,238,14.4,,,,0.0,,0,,0.10,,0.00,,100,"daging, unggas",olahan,
"Sate pusut, masakan",52.1,274,12.9,18.6,13.6,,2.8,63,190,2.7,609,,,,133,0,,0.06,,0.00,,100,"daging, unggas",olahan,181
"Penyu, serapah,
masakan",71.3,174,13.1,12.2,2.2,0.0,1.2,72,186,9.5,,507.0,0.80,2.4,1302,,,,,,,100,"daging, unggas",olahan,
"Sie reuboh, masakan",32.4,474,11.2,42.5,11.7,,2.2,26,62,1.3,677,176.0,2.40,3.2,141,9,,0.46,0.26,,,100,"daging, unggas",olahan,183
"Sop buntut, masakan",86.1,71,7.5,3.6,2.2,,0.6,286,38,3.2,490,,,,119,,2900,0.14,,,0,100,"daging, unggas",olahan,184
"Sop daging sapi,
masakan",87.5,49,5.8,0.5,5.3,,0.9,158,48,2.2,391,,,,101,,3320,0.37,,,0,100,"daging, unggas",olahan,185
"Sop kaki sapi,
masakan",84.5,68,9.0,1.9,3.7,,0.9,302,15,2.2,435,,,,48,,150,0.46,,,0,100,"daging, unggas",olahan,186
"Sop kambing,
masakan",91.6,34,5.5,0.8,1.1,,1.0,145,37,1.6,348,,,,48,,80,0.57,,,0,100,"daging, unggas",olahan,187
"Sop konro, masakan",85.0,71,7.4,2.6,4.5,,0.5,17,60,4.6,184,25.0,0.30,1.3,,,,0.12,0.02,"10.9
0",0,100,"daging, unggas",olahan,188
"Sop saudara, masakan",82.4,89,7.2,5.0,3.9,,1.5,10,174,9.0,274,50.0,0.20,1.1,,,,0.09,0.12,2.00,0,100,"daging, unggas",olahan,189
"Soto bandung,
masakan",89.9,42,3.9,1.7,2.8,0.4,1.8,74,75,1.8,,,,,6,20,0,,,0.00,0,100,"daging, unggas",olahan,190
"Soto banjar, masakan",83.7,110,2.9,9.5,3.2,,0.7,28,28,0.3,36,6.0,0.00,0.2,12,,770,0.05,,,0,100,"daging, unggas",olahan,191
"Soto betawi, masakan",75.9,135,2.5,8.8,11.5,0.5,1.3,222,72,1.9,,,,,6,,336,0.04,,0.00,0,100,"daging, unggas",olahan,192
"Soto jeroan, masakan",81.4,92,11.8,4.3,1.4,,1.1,218,48,1.9,363,,,,85,,440,0.36,,,0,100,"daging, unggas",olahan,193
"Soto kudus, masakan",91.6,38,2.6,2.3,1.8,0.2,1.7,237,67,1.7,,,,,23,,128,0.06,,0.50,0,100,"daging, unggas",olahan,194
"Soto madura,
masakan",89.8,60,3.5,4.5,1.3,0.0,0.9,361,126,3.8,,,,,26,,121,0.06,,0.00,0,100,"daging, unggas",olahan,195
"Soto padang, masakan",75.0,127,5.9,6.6,11.0,0.7,2.0,298,94,1.5,,,,,12,,204,0.22,,0.00,0,100,"daging, unggas",olahan,196
"Soto pekalongan,
masakan",83.8,94,3.0,6.8,5.1,0.3,1.3,322,79,2.0,,,,,14,,119,0.29,,0.00,0,100,"daging, unggas",olahan,197
"Soto pemalang,
masakan",86.0,75,3.6,5.2,3.5,0.0,1.7,170,80,2.1,,,,,16,,30,0.13,,0.00,0,100,"daging, unggas",olahan,198
"Soto sukaraja,
masakan",75.9,80,3.2,3.5,9.0,0.3,1.1,347,77,2.3,,,,,12,,89,0.04,,0.00,0,100,"daging, unggas",olahan,199
"Soto sulung, masakan",88.1,86,2.3,8.5,0.0,0.0,1.1,200,120,2.9,,,,,20,,105,0.08,,0.00,0,100,"daging, unggas",olahan,200
"Sukiyaki, masakan",81.0,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426,,,,41,,1200,0.37,,,0,100,"daging, unggas",olahan,201
"Tedong pallu basa,
masakan",81.7,83,10.4,3.4,2.8,,1.7,10,139,2.6,397,34.0,0.60,1.3,,,,0.09,0.53,9.00,0,100,"daging, unggas",olahan,
"Tikus rica, masakan",54.9,257,18.8,18.5,3.8,,4.0,232,293,6.5,1724,308.0,0.50,2.3,674,,,0.28,0.38,,,100,"daging, unggas",olahan,
"Tinoransa, masakan",31.6,516,17.7,49.5,0.0,,1.2,698,648,3.5,1307,320.0,0.10,1.8,710,,,0.29,0.17,,,100,"daging, unggas",olahan,
"Belut, segar",81.5,70,14.6,0.8,1.0,0.0,2.1,49,155,1.5,55,169.0,0.20,1.2,,0,,0.22,0.12,7.7,,,"ikan, kerang, udang",tunggal,
"Belut,laut, segar",79.5,93,12.8,1.5,6.1,0.0,4.1,60,199,3.0,33,175.9,0.10,1.0,51,3,71.0,0.06,0.00,2.7,,,"ikan, kerang, udang",tunggal,
"Cumi-cumi, segar",82.2,75,16.1,0.7,0.1,0.0,0.9,32,200,1.8,37,204.1,1.60,1.3,0,20,0.0,0.08,0.00,2.5,0,,"ikan, kerang, udang",tunggal,
"Ikan bader, segar",66.0,193,19.0,13.0,0.0,0.0,2.0,48,150,0.4,118,264.9,0.10,0.2,45,0,,0.01,0.10,4.1,0,,"ikan, kerang, udang",tunggal,
"Ikan balong, segar",76.5,107,16.5,3.9,1.5,0.0,1.5,54,202,2.0,86,253.4,0.50,1.0,25,0,0.0,0.05,0.10,2.5,0,,"ikan, kerang, udang",tunggal,
"Ikan bambangan,
segar",73.7,112,20.0,1.3,3.7,0.0,1.3,98,120,3.0,148,258.7,0.00,0.1,0,0,0.0,0.07,0.00,0.3,0,,"ikan, kerang, udang",tunggal,
"Ikan bandeng, segar",74.0,123,20.0,4.8,0.0,0.0,1.2,20,150,2.0,67,271.1,0.00,0.9,45,21,,0.05,0.10,6.0,0,,"ikan, kerang, udang",tunggal,
"Ikan banjar, segar",73.5,111,19.4,0.9,4.8,0.0,1.4,68,278,7.3,99,338.7,0.20,0.6,0,62,0.0,0.03,0.20,7.3,0,,"ikan, kerang, udang",tunggal,
"Ikan baronang, segar",80.0,78,14.5,0.6,3.7,0.0,1.2,26,521,3.8,26,692.0,4.70,4.1,732,0,,0.20,0.04,3.0,0,,"ikan, kerang, udang",tunggal,
"Ikan batung, segar",75.7,115,14.5,4.6,4.2,0.0,1.1,,207,0.0,42,361.0,0.20,0.9,,0,,1.20,0.04,1.1,,,"ikan, kerang, udang",tunggal,
"Ikan baung, segar",74.9,123,15.1,5.5,3.3,0.0,1.2,5,146,1.3,32,349.0,0.10,0.7,,0,,0.20,0.03,1.2,,,"ikan, kerang, udang",tunggal,
"Ikan bawal, segar",78.0,91,19.0,1.7,0.0,0.0,1.3,20,150,2.0,129,233.3,0.10,0.3,45,0,,0.05,0.10,1.8,0,,"ikan, kerang, udang",tunggal,
"Ikan Belida, segar",79.2,80,14.7,1.4,2.2,0.0,2.3,303,315,1.3,41,356.0,0.00,0.8,,0,,1.20,0.14,1.4,,,"ikan, kerang, udang",tunggal,
"Ikan beunteur, segar",70.0,109,17.0,4.0,0.0,0.0,9.0,500,500,1.0,109,323.5,0.60,1.3,45,,,0.05,0.10,2.6,0,,"ikan, kerang, udang",tunggal,
"Ikan biawan, segar",79.1,90,14.9,2.5,2.1,0.0,1.4,125,265,1.0,35,207.0,0.40,0.6,,,,0.36,0.03,2.9,,,"ikan, kerang, udang",tunggal,
"Ikan bili, segar",68.3,88,14.2,0.7,6.2,0.0,10.6,27,1760,1.5,217,202.0,0.00,4.1,,0,,0.72,0.09,2.7,,,"ikan, kerang, udang",tunggal,
"Ikan bubara, segar",75.5,100,14.7,2.4,4.9,,1.6,90,90,0.4,390,390.0,0.70,0.8,,,,,,,,,"ikan, kerang, udang",tunggal,
"Ikan bulan-bulan,
segar",66.7,134,25.5,1.3,5.0,,1.5,29,29,0.5,197,489.0,0.10,0.5,,,,0.30,0.02,0.8,,,"ikan, kerang, udang",tunggal,
"Ikan cakalang, segar",73.0,107,19.6,0.7,5.5,0.0,1.2,23,242,2.9,66,239.0,0.20,0.6,386,0,,0.17,0.05,21.7,0,,"ikan, kerang, udang",tunggal,
"Ikan cakalang, hati,
segar",73.4,120,11.3,3.9,10.0,,1.4,30,30,0.9,420,280.0,1.60,4.3,,,,,,0.2,,,"ikan, kerang, udang",tunggal,
"Ikan cakalang,
jantung, segar",76.3,116,11.2,1.2,10.2,,1.1,10,40,3.4,360,250.0,0.50,1.9,908,,,,,0.1,0,,"ikan, kerang, udang",tunggal,
"Ikan cakalang, perut,
segar",79.1,86,10.2,1.1,8.7,,0.9,20,110,2.1,230,210.0,0.30,9.3,,,,0.24,,0.3,,,"ikan, kerang, udang",tunggal,
"Ikan daun, segar",78.6,101,11.5,4.1,4.6,0.0,1.2,80,210,0.8,120,270.0,0.10,0.9,0,,,0.08,0.07,0.1,0,,"ikan, kerang, udang",tunggal,
"Ikan ekor kuning,
segar",74.1,108,22.3,1.2,2.1,0.0,0.3,30,220,0.5,50,230.0,0.10,0.6,40,29,,0.00,0.10,0.2,,,"ikan, kerang, udang",tunggal,
"Ikan gabus, segar",79.6,80,16.2,0.5,2.6,0.0,1.1,170,139,0.1,65,254.0,0.30,0.4,335,,,0.40,0.20,0.1,,,"ikan, kerang, udang",tunggal,
"Ikan heu, segar",75.6,81,10.0,1.6,6.6,,6.2,1910,990,2.1,240,210.0,0.10,2.7,,,,0.87,,0.2,,,"ikan, kerang, udang",tunggal,
"Ikan hitam, segar",78.2,101,10.3,3.7,6.7,0.0,1.1,50,140,0.4,70,210.0,,0.4,67,,,0.00,0.10,0.1,,,"ikan, kerang, udang",tunggal,
"Ikan hiu, segar",85.7,57,10.7,0.3,2.2,0.0,1.1,75,206,2.0,,,0.02,,,,0.0,0.05,,,0,,"ikan, kerang, udang",tunggal,
"Ikan kacangan, segar",80.7,77,15.6,0.9,1.6,0.0,1.2,94,170,1.7,,,,,18,,0.0,0.07,,,0,,"ikan, kerang, udang",tunggal,
"Ikan kakap, segar",77.0,92,20.0,0.7,0.0,0.0,2.3,20,200,1.0,,,,,9,,,0.05,,,0,,"ikan, kerang, udang",tunggal,
"Ikan kakatua, segar",79.7,82,11.4,1.2,6.4,,1.3,20,160,0.4,90,300.0,0.10,0.3,18,,,,,0.2,,,"ikan, kerang, udang",tunggal,
"Ikan kalaban, segar",80.3,77,16.4,0.7,1.3,0.0,1.3,182,248,0.9,40,334.0,0.70,0.8,,,,0.16,0.15,1.9,,,"ikan, kerang, udang",tunggal,
"Ikan kamera (kakap
merah), segar",78.5,86,19.7,0.8,0.0,0.0,1.3,50,170,0.3,90,290.0,0.30,0.1,26,,,,0.08,0.1,,,"ikan, kerang, udang",tunggal,
"Ikan kapar, segar",74.2,132,17.0,6.7,0.8,0.0,1.3,151,272,1.2,78,229.0,0.90,0.7,,,,0.07,0.03,,,,"ikan, kerang, udang",tunggal,
"Ikan kawalinya, segar",76.1,110,12.6,4.2,5.4,,1.7,80,300,1.5,340,300.0,0.20,1.4,146,,,,,0.2,,,"ikan, kerang, udang",tunggal,
"Ikan keru-keru, segar",77.2,93,16.5,2.1,0.8,0.0,3.4,65,217,2.4,137,255.3,0.34,0.7,0,,0.0,0.01,0.09,1.6,0,55,"ikan, kerang, udang",tunggal,
"Ikan kima, segar",82.1,70,10.8,0.7,5.2,,1.2,53,72,2.0,342,101.0,0.50,0.5,401,,,0.22,0.05,5.8,,,"ikan, kerang, udang",tunggal,
"Ikan lais, segar",65.0,161,11.9,11.5,2.4,0.0,9.2,70,237,0.0,,,,,0,,0.0,0.05,,,0,62,"ikan, kerang, udang",tunggal,
"Ikan layang, segar",74.0,109,22.0,1.7,0.0,0.0,2.3,50,150,2.0,,,,,45,0,,0.05,,,0,80,"ikan, kerang, udang",tunggal,
"Ikan layur, segar",80.1,82,18.0,1.0,0.4,0.0,0.5,48,229,2.2,,,,,4,,0.0,0.04,,,0,49,"ikan, kerang, udang",tunggal,
"Ikan lehoma, segar",77.6,90,20.4,0.9,0.0,,1.1,88,270,0.7,56,281.0,0.30,0.9,1047,,,0.32,0.03,0.2,,,"ikan, kerang, udang",tunggal,
"Ikan lemuru, segar",76.0,112,20.0,3.0,0.0,0.0,1.0,20,100,1.0,,,,,30,0,,0.05,,,0,80,"ikan, kerang, udang",tunggal,
"Ikan lidah, segar",78.3,104,15.6,3.2,2.0,0.0,0.9,30,143,2.0,,,,,33,,0.0,0.03,,,0,,"ikan, kerang, udang",tunggal,
"Ikan malalugis, segar",75.6,99,20.6,1.4,0.9,,1.5,164,330,0.5,76,282.0,0.20,0.9,661,,,0.30,0.02,0.5,,,"ikan, kerang, udang",tunggal,
"Ikan mamar merah,
segar",75.0,115,15.3,4.0,4.4,0.0,1.3,60,190,1.6,120,240.0,0.20,1.0,,,,0.20,0.10,0.1,,,"ikan, kerang, udang",tunggal,
"Ikan mas, segar",80.0,86,16.0,2.0,0.0,0.0,2.0,20,150,2.0,65,276.7,0.10,1.1,45,8,,0.05,0.10,2.6,0,80,"ikan, kerang, udang",tunggal,
"Ikan mayong, segar",78.2,97,17.9,2.0,0.4,0.0,1.5,40,100,2.5,,,,,21,,0.0,0.10,,,0,89,"ikan, kerang, udang",tunggal,
"Ikan mujahir, segar",79.7,89,18.7,1.0,0.0,0.0,1.1,96,209,1.5,51,265.8,0.00,0.2,6,3,5.0,0.03,0.10,2.0,0,80,"ikan, kerang, udang",tunggal,
"Ikan nasu metti, segar",65.3,154,16.8,5.0,10.5,,2.4,80,244,1.6,421,488.0,0.20,1.2,,,,0.47,0.15,9.6,,,"ikan, kerang, udang",tunggal,
"Ikan oci, kembung,
segar",71.4,125,21.3,3.4,2.2,,1.7,136,69,0.8,214,245.0,0.20,1.1,,,,0.26,0.03,0.2,,80,"ikan, kerang, udang",tunggal,
"Ikan paling, segar",58.0,303,14.0,27.0,0.0,0.0,1.0,20,200,1.0,43,,,,485,0,,0.10,,,2,100,"ikan, kerang, udang",tunggal,
"Ikan papuyu/ betok,
segar",75.0,120,14.3,4.9,4.6,0.0,1.2,329,436,1.5,240,169.0,0.80,1.1,,0,,0.00,0.05,3.1,,,"ikan, kerang, udang",tunggal,
"Ikan patin, segar",74.4,132,17.0,6.6,1.1,0.0,0.9,31,173,1.6,77,346.0,0.70,0.8,,7,,0.20,0.03,1.7,,,"ikan, kerang, udang",tunggal,
"Ikan pomo, segar",68.3,147,22.5,5.2,2.6,,1.4,80,230,1.3,,380.0,0.20,0.7,89,,,,,,,,"ikan, kerang, udang",tunggal,
"Ikan puntin, segar",81.1,76,14.4,1.1,2.2,,1.2,28,166,0.0,,325.0,0.10,0.6,,,,0.31,0.11,,,,"ikan, kerang, udang",tunggal,
"Ikan saluang, segar",74.8,113,13.9,4.9,3.4,0.0,3.0,642,646,1.9,51,182.0,0.80,3.6,,,,0.21,0.02,1.8,,89,"ikan, kerang, udang",tunggal,
"Ikan sarden, segar",72.7,109,19.9,1.8,3.4,0.0,2.2,95,597,1.3,266,227.0,0.30,2.0,195,0,,0.26,0.03,4.4,,,"ikan, kerang, udang",tunggal,
"Ikan selar, segar",75.4,100,18.8,2.2,0.0,0.0,3.6,40,179,0.5,43,392.6,0.10,0.3,45,0,,0.37,0.20,3.4,0,48,"ikan, kerang, udang",tunggal,
"Ikan sepat, segar",78.8,84,15.2,0.6,4.7,0.0,0.8,68,171,2.1,211,198.0,0.70,0.6,,0,,0.16,0.03,1.9,,75,"ikan, kerang, udang",tunggal,
"Ikan sidat, segar",71.3,81,11.4,1.9,3.8,0.0,11.6,118,174,3.0,46,245.9,0.00,1.5,15,0,0.0,0.00,0.40,3.2,0,100,"ikan, kerang, udang",tunggal,
"Ikan sunu, segar",75.5,111,13.3,3.4,6.7,,1.1,86,174,1.2,91,197.0,0.00,0.6,309,,,1.03,0.10,0.2,,70,"ikan, kerang, udang",tunggal,
"Ikan tahuman, segar",77.4,88,15.9,0.9,4.1,0.0,1.8,221,223,0.0,24,364.0,0.40,0.7,,,,0.20,0.25,1.6,,,"ikan, kerang, udang",tunggal,
"Ikan tarmon, segar",76.7,96,19.5,1.1,2.0,0.0,0.8,9,129,0.3,43,154.0,0.10,0.5,,,,0.15,0.02,1.7,,,"ikan, kerang, udang",tunggal,
"Ikan telan, segar",75.3,95,15.8,0.7,6.5,0.0,1.7,503,354,0.2,58,294.0,1.60,1.2,,,,0.18,0.02,1.9,,,"ikan, kerang, udang",tunggal,
"Ikan tembang, segar",65.0,204,16.0,15.0,0.0,0.0,4.0,20,200,2.0,341,291.0,0.40,2.6,30,0,,0.05,0.00,5.6,0,80,"ikan, kerang, udang",tunggal,
"Ikan tempahas, segar",78.9,101,15.1,4.1,1.0,0.0,0.9,32,163,0.0,50,320.0,0.70,0.6,,,,0.02,0.05,1.5,,,"ikan, kerang, udang",tunggal,
"Ikan terbang, segar",76.1,98,19.6,1.7,1.0,0.0,1.6,90,190,0.6,90,320.0,0.10,0.5,39,0,,0.00,0.10,0.1,,,"ikan, kerang, udang",tunggal,
"Ikan teri, segar",80.0,74,10.3,1.4,4.1,0.0,4.2,972,253,3.9,554,126.1,305.20,0.2,13,0,28.0,0.24,0.10,1.9,0,100,"ikan, kerang, udang",tunggal,
"Ikan titang, segar",78.8,82,17.4,0.4,2.3,0.0,1.1,145,130,1.8,110,275.0,0.10,0.8,581,,,0.64,0.03,1.5,,,"ikan, kerang, udang",tunggal,
"Ikan tongkol, segar",74.7,100,13.7,1.5,8.0,0.0,2.1,92,606,1.7,202,227.0,0.20,1.6,181,0,,0.35,0.03,6.6,,100,"ikan, kerang, udang",tunggal,
"Ikan turi, segar",76.9,96,19.2,2.0,0.2,,2.1,340,340,0.8,370,300.0,0.10,2.0,26,,,,,,,,"ikan, kerang, udang",tunggal,
"Keong, segar",81.0,64,12.0,1.0,2.0,0.0,4.0,217,78,1.7,231,,0.37,0.1,0,244,,,,,,46,"ikan, kerang, udang",tunggal,
"Kepiting, segar",68.1,151,13.8,3.8,14.1,0.0,0.2,210,250,1.1,,,,,61,,,0.05,,,0,45,"ikan, kerang, udang",tunggal,
"Kerang, segar",78.2,101,14.4,2.6,3.9,0.0,0.9,321,270,15.6,,,,,0,,0.0,0.01,,,0,100,"ikan, kerang, udang",tunggal,
"Kodok, segar",81.9,73,16.4,0.3,0.0,0.0,1.4,18,147,1.1,,,,,0,,,0.14,,,0,65,"ikan, kerang, udang",tunggal,
"Kura-kura, segar",80.0,83,19.1,0.2,0.0,0.0,0.7,27,87,0.7,,,,,0,,,0.20,,,0,70,"ikan, kerang, udang",tunggal,
"Kuro, segar",79.9,87,16.0,2.2,1.0,0.0,0.9,75,136,1.0,,,,,6,,0.0,0.04,,,0,52,"ikan, kerang, udang",tunggal,
"Lokan, segar",80.9,217,11.0,1.7,5.1,,1.3,20,390,10.9,3,7.0,0.20,2.7,,,,0.45,0.07,,,,"ikan, kerang, udang",tunggal,
"Rajungan, segar",80.2,76,12.1,2.0,2.4,0.0,2.7,721,214,2.2,69,192.0,1.70,2.9,599,40,,0.20,0.25,0.2,,,"ikan, kerang, udang",tunggal,
"Rebon, udang kecil,
segar",79.0,81,16.2,1.2,0.7,0.0,2.9,757,292,2.2,169,202.9,0.70,1.2,18,0,,0.04,0.10,2.4,0,100,"ikan, kerang, udang",tunggal,
Rusip,58.5,110,11.5,2.0,11.7,0.0,16.3,479,348,7.1,,,,,0,,0.0,0.04,,,0,100,"ikan, kerang, udang",tunggal,
"Udang galah, segar",79.0,81,16.5,0.3,3.0,0.0,1.2,87,167,0.7,95,132.0,0.70,1.2,,3,,0.24,0.03,2.9,,68,"ikan, kerang, udang",tunggal,
